title,budget,gross,imdb_score,meta_score,opening_weekend,rated,release_date,run_time,max_meta_actor_score,min_meta_actor_score,sum_max_meta_actor_score,sum_min_meta_actor_score,avg_meta_high_actor_score,avg_meta_avg_actor_score,max_user_actor_score,min_user_actor_score,sum_max_user_actor_score,sum_min_user_actor_score,avg_user_high_actor_score,avg_user_median_actor_score,max_meta_director_score,min_meta_director_score,sum_max_meta_director_score,sum_min_meta_director_score,avg_meta_high_director_score,avg_meta_avg_director_score,max_user_director_score,min_user_director_score,sum_max_user_director_score,sum_min_user_director_score,avg_user_high_director_score,avg_user_median_director_score,max_meta_writer_score,min_meta_writer_score,sum_max_meta_writer_score,sum_min_meta_writer_score,avg_meta_high_writer_score,avg_meta_avg_writer_score,max_user_writer_score,min_user_writer_score,sum_max_user_writer_score,sum_min_user_writer_score,avg_user_high_writer_score,avg_user_median_writer_score
Fantastic Four,120000000,56114221,4.3,27,25685737,PG-13,07/08/2015,100,88,26,426,134,85.2,54.2,9,3,42,15,8.4,6.4,70,27,70,27,70,55,7,3,7,3,7,7,80,27,128,54,64,44,9,3,16,6,8,6
Far From Men,7700000,0,7.2,74,0,,01/05/2015,101,95,32,393,225,78.6,61.4,10,4,44,26,8.8,7.6,74,74,74,74,74,74,8,8,8,8,8,8,74,59,74,59,74,67,8,7,8,7,8,8
Farmland,0,0,6,32,0,,01/05/2014,77,32,32,160,160,32,32,5,5,25,25,5,5,32,32,32,32,32,32,5,5,5,5,5,5,,,,,,,,,,,,
Fastball,0,0,7.3,74,0,,25/03/2016,87,79,21,153,95,76.5,64,9,3,15,9,7.5,7,74,57,74,57,74,65,8,6,8,6,8,8,,,,,,,,,,,,
Faults,0,0,6.7,70,0,,06/03/2015,89,82,21,393,113,78.6,52.6,9,1,45,15,9,7,70,70,70,70,70,70,8,8,8,8,8,8,70,70,70,70,70,70,8,8,8,8,8,8
Fed Up,0,1538899,7.7,71,126028,PG,09/05/2014,92,86,32,305,189,76.25,63.75,10,1,32,18,8,7.25,72,49,72,49,72,64,7,3,7,3,7,5,86,49,158,100,79,67.5,10,2,17,5,8.5,6
Felony,0,0,6.1,52,0,,17/10/2014,105,95,16,334,190,66.8,51.6,9,4,35,25,7,6.4,52,52,52,52,52,52,6,6,6,6,6,6,95,46,95,46,95,64,9,5,9,5,9,7
Felt,0,0,0,54,0,PG-13,26/06/2015,80,94,26,343,116,85.75,53.75,9,2,35,16,8.75,6.75,60,42,60,42,60,52,7,6,7,6,7,6,60,42,60,42,60,52,7,6,7,6,7,6
Fences,24000000,57642961,7.2,79,129462,PG-13,16/12/2016,139,84,30,398,228,79.6,63,10,1,46,26,9.2,8,79,30,79,30,79,62,9,1,9,1,9,7,,,,,,,,,,,,
Field of Lost Shoes,6000000,0,5.7,28,0,PG-13,26/09/2014,96,92,17,402,115,80.4,48,10,1,45,14,9,6.6,53,21,53,21,53,37,7,3,7,3,7,6,28,28,56,56,28,28,5,5,10,10,5,5
Fifi Howls from Happiness,0,13008,7.7,76,2728,,08/08/2014,96,76,76,76,76,76,76,7,7,7,7,7,7,76,76,76,76,76,76,7,7,7,7,7,7,76,76,76,76,76,76,7,7,7,7,7,7
Fifty Shades of Black,5000000,11675178,3.5,28,5900528,R,29/01/2016,92,95,11,285,50,71.25,39.75,10,1,34,7,8.5,5.5,40,17,40,17,40,28,5,2,5,2,5,4,68,11,132,28,66,35,9,2,15,4,7.5,5
Fifty Shades of Grey,40000000,166147885,4.1,46,94395000,R,13/02/2015,125,95,20,397,142,79.4,50.6,9,3,38,15,7.6,6,46,40,46,40,46,43,3,1,3,1,3,3,65,33,111,79,55.5,48,8,3,11,6,5.5,5.5
Filth,5000000,34321,7.1,56,7526,R,30/05/2014,97,85,23,411,165,82.2,59.2,9,2,43,19,8.6,6.8,56,55,56,55,56,56,9,5,9,5,9,9,83,55,139,110,69.5,60.5,9,5,18,10,9,8.5
Finding Dory,200000000,486292984,7.4,77,135060273,PG,17/06/2016,97,93,33,247,148,82.3333,64,9,5,23,18,7.6667,6.6667,96,51,96,51,96,81,9,7,9,7,9,9,96,51,192,102,96,81,9,7,18,14,9,9
Finding Vivian Maier,0,1509131,7.7,75,63600,,28/03/2014,83,75,75,75,75,75,75,8,8,8,8,8,8,75,56,150,131,75,70,8,7,16,15,8,8,75,56,150,131,75,70,8,7,16,15,8,8
Fire at Sea,0,114535,6.8,87,11906,,21/10/2016,114,87,87,435,435,87,87,7,7,35,35,7,7,87,64,87,64,87,76,9,7,9,7,9,9,87,64,174,151,87,81.5,9,7,16,14,8,8
Florence Foster Jenkins,29000000,27370107,6.9,71,6601313,PG-13,12/08/2016,111,88,45,172,129,86,74,10,5,19,14,9.5,8,91,38,91,38,91,69,9,4,9,4,9,7,,,,,,,,,,,,
Focus,50100000,53846915,6.6,56,18685137,R,27/02/2015,105,81,23,304,118,76,52.5,9,3,34,17,8.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
For the Love of Spock,0,0,7.6,74,0,,09/09/2016,111,88,24,392,166,78.4,56.2,9,3,43,24,8.6,7.2,81,60,81,60,81,73,9,5,9,5,9,8,,,,,,,,,,,,
Force Majeure,0,0,7.3,87,0,R,24/10/2014,120,87,33,435,370,87,80.6,8,4,40,36,8,7.8,87,74,87,74,87,79,8,8,8,8,8,8,87,74,87,74,87,79,8,8,8,8,8,8
Forsaken,11000000,0,6.3,55,0,R,19/02/2016,90,88,19,310,175,77.5,61.75,9,2,34,19,8.5,7.5,55,28,55,28,55,45,7,2,7,2,7,7,55,38,55,38,55,47,8,7,8,7,8,8
Fort Bliss,5000000,0,6.4,68,0,,19/09/2014,116,83,19,314,95,78.5,51.25,9,2,35,15,8.75,7,68,38,68,38,68,53,7,3,7,3,7,3,68,38,136,76,68,53,7,3,14,6,7,3
Fort Tilden,0,0,5.4,70,0,R,14/08/2015,98,94,36,376,276,75.2,64.6,8,3,35,25,7,6.2,70,34,140,76,70,54,6,1,12,7,6,3.5,70,34,140,68,70,52,6,1,12,2,6,1
Foxcatcher,24000000,12096300,7,81,474000,R,14/11/2014,129,93,22,427,130,85.4,57.2,10,1,45,17,9,7,88,69,88,69,88,80,8,4,8,4,8,7,88,25,169,68,84.5,63.5,9,6,17,13,8.5,7.5
Francofonia,0,302762,6.6,71,20000,,01/04/2016,88,76,36,360,300,72,67.4,10,3,33,22,6.6,5.6,86,64,86,64,86,76,8,5,8,5,8,7,86,64,86,64,86,76,8,5,8,5,8,7
Frank,0,644906,7,75,16056,R,15/08/2014,95,87,47,387,337,77.4,73,9,6,38,34,7.6,7.4,86,75,86,75,86,80,8,7,8,7,8,7,85,35,161,84,80.5,62.5,9,6,17,12,8.5,7
Frank & Lola,0,0,6,56,0,,09/12/2016,88,94,12,425,109,85,54,10,2,44,19,8.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,
Free Ride,0,0,5.6,41,0,,10/01/2014,86,90,15,365,143,73,52,9,4,41,24,8.2,6.8,41,41,41,41,41,41,8,8,8,8,8,8,41,41,41,41,41,41,8,8,8,8,8,8
Free State of Jones,50000000,20758378,6.9,53,7572206,R,24/06/2016,139,99,16,421,167,84.2,57.6,9,2,41,23,8.2,6.8,73,53,73,53,73,65,9,7,9,7,9,7,73,53,126,106,63,59,9,7,16,14,8,7
Free the Nipple,937000,0,3.8,33,0,,12/12/2014,84,85,22,307,145,61.4,45.8,8,4,35,20,7,6.6,33,24,33,24,33,29,8,4,8,4,8,8,33,24,66,48,33,29,8,4,16,8,8,8
Freeheld,7000000,532988,6.5,50,37983,PG-13,02/10/2015,103,88,16,335,118,83.75,59.25,10,4,38,17,9.5,7.25,83,50,83,50,83,66,8,6,8,6,8,6,,,,,,,,,,,,
From Afar,0,30108,6.7,73,5136,,08/06/2016,93,82,72,374,364,74.8,73.6,9,7,45,43,9,8.8,73,60,73,60,73,67,9,9,9,9,9,9,83,26,156,86,78,65,10,5,19,14,9.5,8.5
Frontera,0,59306,6.6,58,10962,PG-13,05/09/2014,103,96,23,400,144,80,52.6,10,4,43,22,8.6,6.8,58,46,58,46,58,52,9,7,9,7,9,9,58,46,116,104,58,55,9,7,16,14,8,8
Furious 7,190000000,350034110,7.2,67,147187040,PG-13,03/04/2015,137,90,1,327,66,81.75,48.75,9,2,35,11,8.75,7,68,20,68,20,68,45,9,5,9,5,9,7,67,17,134,45,67,49.5,8,2,16,6,8,7
Fury,68000000,85707116,7.6,64,23702421,R,17/10/2014,134,99,23,432,140,86.4,56.4,10,4,45,24,9,7,69,40,69,40,69,56,9,5,9,5,9,8,69,40,69,40,69,56,9,5,9,5,9,8
Futuro Beach,4000000,20262,6.1,64,3324,,27/02/2015,106,73,32,329,243,65.8,57.4,9,4,37,31,7.4,7,87,59,87,59,87,68,9,6,9,6,9,8,87,44,151,103,75.5,62,9,6,18,13,9,8
Gemma Bovery,9700000,191512,6.4,58,19095,R,29/05/2015,99,83,21,374,201,74.8,59,9,3,39,25,7.8,6.8,78,37,78,37,78,60,10,4,10,4,10,6,79,37,157,95,78.5,65,10,3,18,7,9,6
Generation War,10000000,87116,8.5,57,3486,,15/01/2014,270,65,39,299,252,59.8,56.4,10,6,39,31,7.8,7,,,,,,,,,,,,,,,,,,,,,,,,
Genius,0,0,8.4,56,0,,10/06/2016,104,90,21,356,182,71.2,55,9,1,40,25,8,6.8,,,,,,,,,,,,,75,39,140,104,70,61,9,6,17,14,8.5,8
Get a Job,0,0,5.3,31,0,R,25/03/2016,83,88,15,329,103,82.25,51.75,10,3,36,15,9,6,75,31,75,31,75,54,8,4,8,4,8,5,31,31,62,62,31,31,4,4,8,8,4,4
Get Hard,40000000,90353764,6,34,33803253,R,27/03/2015,100,90,21,290,100,72.5,48.25,9,1,30,12,7.5,6,71,34,71,34,71,58,7,4,7,4,7,7,72,34,72,34,72,58,8,4,8,4,8,6
Get On Up,30000000,30513940,6.9,71,13585915,PG-13,01/08/2014,139,85,22,396,175,79.2,54,10,3,45,25,9,7.2,90,35,90,35,90,59,8,3,8,3,8,7,71,37,142,106,71,65.5,9,5,18,12,9,7
Ghost Team,0,8069,4.6,22,8069,PG-13,12/08/2016,83,86,12,390,100,78,51.4,9,2,44,19,8.8,7,22,22,22,22,22,22,4,4,4,4,4,4,22,22,44,44,22,22,4,4,8,8,4,4
Ghostbusters,144000000,128344089,5.3,60,46018755,PG-13,15/07/2016,116,90,23,408,198,81.6,58.8,10,3,40,15,8,5.8,75,43,75,43,75,59,8,3,8,3,8,6,75,43,150,88,75,59.5,8,3,14,6,7,5.5
Ghoul,37000000,816974,6,32,279974,,20/03/2015,86,52,48,196,196,49,49,8,4,28,28,7,7,25,25,25,25,25,25,3,3,3,3,3,3,,,,,,,,,,,,
Gimme Shelter,3300000,1359563,6.5,37,689091,PG-13,24/01/2014,101,84,12,362,113,72.4,45.8,9,1,42,19,8.4,6.4,37,37,37,37,37,37,7,7,7,7,7,7,37,37,37,37,37,37,7,7,7,7,7,7
Girl Asleep,1500000,45650,6.3,67,2700,,23/09/2016,77,69,42,337,309,67.4,64.8,9,5,35,29,7,7,67,67,67,67,67,67,6,6,6,6,6,6,67,66,134,132,67,67,9,6,18,12,9,9
Girl on a Bicycle,0,89378,6.2,32,6026,R,14/02/2014,101,74,27,222,123,55.5,44.25,10,4,32,25,8,7,63,32,63,32,63,46,9,6,9,6,9,8,63,32,63,32,63,46,9,6,9,6,9,8
Girlhood,0,0,6.9,85,0,,30/01/2015,113,85,44,425,366,85,79.2,10,7,39,35,7.8,7.8,85,65,85,65,85,78,9,7,9,7,9,8,85,65,85,65,85,78,9,7,9,7,9,8
Gleason,0,576589,8.4,80,91583,R,29/07/2016,110,80,80,320,320,80,80,8,8,32,32,8,8,83,59,83,59,83,76,9,5,9,5,9,8,83,59,83,59,83,76,9,5,9,5,9,8
Glen Campbell: Ill Be Me,0,356626,8,79,27930,PG,24/10/2014,116,79,44,202,202,67.3333,67.3333,8,5,21,21,7,7,79,26,79,26,79,60,8,7,8,7,8,8,,,,,,,,,,,,
Gloria,18000000,26830000,7.9,83,0,,24/01/2014,110,96,18,386,142,77.2,54.6,10,1,45,17,9,7.2,87,28,87,28,87,55,9,3,9,3,9,7,53,36,53,36,53,46,9,6,9,6,9,9
Goat,0,23020,5.7,64,23020,R,23/09/2016,96,64,32,175,143,58.3333,53.6667,7,1,19,13,6.3333,5.6667,86,32,86,32,86,64,10,6,10,6,10,7,82,30,146,94,73,62.5,8,4,15,11,7.5,7
God Help the Girl,1850000,101542,6.4,58,11330,,05/09/2014,111,81,22,374,191,74.8,55.2,9,3,40,24,8,7,58,58,58,58,58,58,7,7,7,7,7,7,58,58,58,58,58,58,7,7,7,7,7,7
Gods Not Dead,2000000,60753735,4.8,16,9244641,PG,21/03/2014,113,89,9,259,69,51.8,28.6,9,2,35,13,7,5.4,22,16,22,16,22,20,5,2,5,2,5,3,16,16,16,16,16,16,3,3,3,3,3,3
Gods Pocket,1000000,104401,6.1,51,23400,R,09/05/2014,88,95,24,413,190,82.6,61.4,9,1,43,21,8.6,7,93,37,93,37,93,56,10,4,10,4,10,7,51,31,102,69,51,43,9,5,17,11,8.5,7
Gods of Egypt,140000000,31141074,5.5,25,14123903,PG-13,26/02/2016,127,90,25,319,125,63.8,45.8,9,3,37,23,7.4,6.8,71,25,71,25,71,52,9,4,9,4,9,6,44,25,88,50,44,36,7,5,14,10,7,7
Godzilla,0,1908028,6.8,62,455036,,16/05/2014,123,94,47,399,287,79.8,66.2,10,5,44,36,8.8,8,83,68,83,68,83,76,8,8,8,8,8,8,83,68,83,68,83,76,8,8,8,8,8,8
Going Clear: Scientology and the Prison of Belief,0,0,8.1,80,0,,13/03/2015,119,94,5,271,67,90.3333,56.6667,10,2,27,11,9,7,89,26,89,26,89,69,9,5,9,5,9,7,89,26,169,79,84.5,68,9,5,17,12,8.5,7.5
Gone Girl,61000000,167735396,8.1,79,37513109,R,03/10/2014,149,86,18,329,122,82.25,55.75,9,1,35,14,8.75,7.25,95,54,95,54,95,70,9,6,9,6,9,8,79,39,158,78,79,59,8,6,16,12,8,8
Good Kill,0,316842,6.4,63,1005,R,15/05/2015,102,100,12,333,115,83.25,55.25,9,2,32,17,8,6.5,90,35,90,35,90,59,9,5,9,5,9,7,90,35,90,35,90,59,9,5,9,5,9,7
Good People,0,0,5.5,42,0,R,26/09/2014,90,86,25,285,151,71.25,54.5,9,4,32,21,8,6.5,74,42,74,42,74,58,7,5,7,5,7,5,84,42,126,84,63,56,8,5,13,10,6.5,6
Goodbye to All That,0,0,5.2,62,0,,17/12/2014,87,86,27,314,156,78.5,59,9,3,33,15,8.25,7,80,58,80,58,80,67,8,6,8,6,8,7,80,58,80,58,80,67,8,6,8,6,8,7
Goodbye to Language 3D,0,0,5.9,75,0,,29/10/2014,70,75,42,342,342,68.4,68.4,6,6,24,24,6,6,97,59,97,59,97,76,8,5,8,5,8,8,97,59,97,59,97,76,8,5,8,5,8,8
Goodbye World,0,0,5.5,36,0,,04/04/2014,99,83,22,354,200,70.8,54.8,10,1,46,23,9.2,7,,,,,,,,,,,,,63,36,63,36,63,51,7,5,7,5,7,6
Goodnight Mommy,0,1168902,6.7,81,57252,R,11/09/2015,99,81,47,405,371,81,77.6,8,7,40,39,8,8,81,61,162,142,81,75,8,5,16,13,8,7,81,61,162,142,81,75,8,5,16,13,8,7
Goosebumps,58000000,80021740,6.3,60,23618556,PG,16/10/2015,103,88,22,323,141,80.75,59,10,3,35,20,8.75,6.75,69,33,69,33,69,53,7,5,7,5,7,7,68,35,128,86,64,54.5,7,6,14,12,7,6.5
Grand Piano,0,22353,5.9,61,2964,R,07/03/2014,90,92,19,402,161,80.4,57.4,10,3,47,24,9.4,7.2,,,,,,,,,,,,,93,35,93,35,93,73,9,3,9,3,9,8
Grandma,600000,6980421,6.7,77,115540,R,21/08/2015,79,91,22,399,185,79.8,58.8,9,1,42,19,8.4,6.8,77,27,77,27,77,54,9,4,9,4,9,6,77,27,77,27,77,54,9,4,9,4,9,6
Greater,9000000,1987603,7.2,35,627674,PG,26/08/2016,130,86,13,327,132,65.4,46,9,2,41,22,8.2,6.8,65,25,65,25,65,50,10,5,10,5,10,8,65,25,100,60,50,42.5,10,5,17,12,8.5,7.5
Green Room,5000000,3219029,7,79,87984,R,15/04/2016,95,83,22,323,156,80.75,60.5,9,2,33,17,8.25,7,79,77,79,77,79,78,8,7,8,7,8,7,79,77,79,77,79,78,8,7,8,7,8,7
Guardians of the Galaxy,170000000,333130696,8.1,76,94320883,PG-13,01/08/2014,121,95,17,434,125,86.8,53.2,9,2,45,18,9,6.6,76,18,76,18,76,47,9,3,9,3,9,6,76,18,152,94,76,61.5,9,3,18,12,9,7.5
Güeros,0,0,7.5,77,0,,20/05/2015,106,86,35,394,304,78.8,69.2,8,5,40,34,8,7.8,,,,,,,,,,,,,77,71,77,71,77,74,9,8,9,8,9,9
Hacksaw Ridge,40000000,67115062,8.2,71,15190758,R,04/11/2016,139,71,71,284,284,71,71,8,8,32,32,8,8,90,25,90,25,90,58,9,2,9,2,9,7,84,71,84,71,84,77,9,8,9,8,9,9
"Hail, Caesar!",22000000,29997095,6.3,72,11355225,PG-13,05/02/2016,106,96,12,449,126,89.8,62.2,9,1,45,16,9,6.8,93,34,186,68,93,69,10,6,20,12,10,8,93,34,186,68,93,69,10,6,20,12,10,8
HairBrained,0,0,5.4,48,0,PG-13,28/02/2014,97,91,14,369,153,73.8,52,10,2,43,19,8.6,6.8,48,48,48,48,48,48,8,6,8,6,8,8,48,48,96,96,48,48,8,6,16,12,8,8
Half of a Yellow Sun,1270000000,53645,6.2,51,4843,R,16/05/2014,111,96,14,382,131,76.4,55.6,10,3,43,21,8.6,6.8,51,51,51,51,51,51,7,7,7,7,7,7,51,51,102,102,51,51,7,7,14,14,7,7
Hands of Stone,20000000,4711736,6.6,54,1751388,R,26/08/2016,111,95,21,253,82,84.3333,54.3333,10,1,28,10,9.3333,6.6667,,,,,,,,,,,,,,,,,,,,,,,,
Hangar 10,0,0,3.6,28,0,,07/11/2014,83,57,18,113,74,37.6667,32.6667,9,3,17,11,5.6667,4.6667,,,,,,,,,,,,,28,28,28,28,28,28,4,4,4,4,4,4
Happy Christmas,22000000,1050445,7.8,70,3413005,PG-13,25/07/2014,88,82,21,300,201,75,63.25,9,1,33,21,8.25,7.5,74,45,74,45,74,63,8,6,8,6,8,7,74,45,74,45,74,63,8,6,8,6,8,7
Happy Valley,0,0,8.5,76,0,,19/11/2014,98,94,38,344,256,68.8,59.2,9,5,38,32,7.6,7.2,,,,,,,,,,,,,84,78,84,78,84,82,8,7,8,7,8,8
Hard to Be a God,7000000,0,6.7,90,0,,30/01/2015,170,90,37,360,284,90,81.75,9,5,26,20,6.5,6.5,,,,,,,,,,,,,90,90,180,180,90,90,5,5,10,10,5,5
Hardcore Henry,2000000,9244565,6.7,51,5107604,R,08/04/2016,96,94,1,341,131,68.2,50,9,1,41,22,8.2,7.2,51,51,51,51,51,51,8,8,8,8,8,8,51,51,51,51,51,51,8,8,8,8,8,8
Harmontown,0,0,8.4,61,0,,03/10/2014,101,88,61,210,183,70,64.6667,9,7,23,21,7.6667,7.3333,,,,,,,,,,,,,,,,,,,,,,,,
Harry & Snowman,0,560270,7.7,74,56842,,30/09/2016,84,74,74,370,370,74,74,6,6,30,30,6,6,50,50,50,50,50,50,5,5,5,5,5,5,50,50,50,50,50,50,5,5,5,5,5,5
Hateship Loveship,5000000,50573,6.1,59,6015,R,11/04/2014,104,95,22,421,139,84.2,58,10,3,44,21,8.8,6.8,63,59,63,59,63,60,8,6,8,6,8,8,88,38,147,97,73.5,62,8,7,16,14,8,7.5
Haunt,0,0,5.2,33,0,R,07/03/2014,86,85,26,338,154,67.6,45.4,9,3,37,19,7.4,5.8,33,33,33,33,33,33,4,4,4,4,4,4,64,28,64,28,64,44,8,4,8,4,8,5
He Named Me Malala,0,2642899,6.8,61,60884,PG-13,02/10/2015,88,61,61,305,305,61,61,5,5,25,25,5,5,81,31,81,31,81,63,9,1,9,1,9,8,61,61,61,61,61,61,5,5,5,5,5,5
He Never Died,0,0,6.4,72,0,R,18/12/2015,99,77,25,367,218,73.4,61.4,8,4,39,29,7.8,7.4,72,72,72,72,72,72,7,7,7,7,7,7,72,72,72,72,72,72,7,7,7,7,7,7
Heaven Is for Real,12000000,91443253,5.8,47,22522221,PG,16/04/2014,99,94,17,356,127,71.2,49.4,10,1,38,17,7.6,6.4,76,44,76,44,76,60,9,5,9,5,9,7,76,27,123,71,61.5,47,9,3,17,8,8.5,6
Heaven Knows What,0,80015,6.4,75,16862,R,29/05/2015,94,95,30,258,158,86,71,8,4,22,18,7.3333,7,,,,,,,,,,,,,84,74,84,74,84,78,7,7,7,7,7,7
Hector and the Search for Happiness,0,1121961,7,29,40847,R,19/09/2014,114,85,14,300,95,75,51.75,9,1,36,13,9,7,52,29,52,29,52,40,9,4,9,4,9,6,52,29,81,58,40.5,34.5,9,4,18,11,9,7.5
Heist,9000000,0,6.1,37,0,R,13/11/2015,93,93,18,372,132,74.4,49.6,10,1,45,13,9,6.4,37,27,37,27,37,32,6,4,6,4,6,6,,,,,,,,,,,,
Hell or High Water,12000000,26862450,7.6,88,621329,R,12/08/2016,102,90,14,328,138,82,59.5,8,4,31,21,7.75,6.5,88,41,88,41,88,61,8,5,8,5,8,7,86,68,86,68,86,80,9,8,9,8,9,8
Hellion,12000000,0,5.8,55,0,R,13/06/2014,94,87,23,257,150,64.25,52.5,9,2,30,18,7.5,7,24,22,24,22,24,23,9,2,9,2,9,9,38,15,38,15,38,27,5,4,5,4,5,5
Hellions,0,0,4.2,34,0,,18/09/2015,80,68,28,260,194,52,45.2,9,1,34,15,6.8,4.2,68,34,68,34,68,51,10,4,10,4,10,9,49,28,49,28,49,37,7,4,7,4,7,5
"Hello, My Name Is Doris",1000000,14443077,6.7,63,84985,R,11/03/2016,95,86,1,224,85,74.6667,55,10,1,26,10,8.6667,6.6667,86,42,86,42,86,58,8,6,8,6,8,7,86,42,149,84,74.5,57,8,5,15,11,7.5,7
Hercules,85000000,99046791,7.2,47,249567,,25/07/2014,98,96,7,304,103,76,50.75,9,1,29,14,7.25,6,81,60,162,120,81,71,8,7,16,14,8,8,81,60,162,120,81,71,8,7,16,14,8,8
Hidden Figures,25000000,169375149,7.8,74,515499,PG,25/12/2016,127,99,21,431,147,86.2,58.4,10,3,45,19,9,7.4,74,50,74,50,74,63,8,6,8,6,8,8,74,50,74,50,74,63,8,6,8,6,8,8
High Strung,0,45255,6.4,48,45255,PG,08/04/2016,96,93,13,328,205,65.6,52.8,10,2,40,30,8,7.4,48,48,48,48,48,48,8,7,8,7,8,7,48,48,96,96,48,48,8,7,16,14,8,7.5
High-Rise,0,343139,5.7,65,79887,R,13/05/2016,119,93,14,400,136,80,57.2,9,3,42,20,8.4,7,87,43,87,43,87,64,7,5,7,5,7,7,87,47,152,110,76,64.5,8,2,15,7,7.5,6
Hillarys America: The Secret History of the Democratic Party,5000000,13096535,5.5,2,74813,PG-13,15/07/2016,106,42,2,111,8,27.75,15,7,5,24,20,6,6,28,2,43,4,21.5,12,6,5,12,10,6,5.5,28,2,43,4,21.5,12,6,5,12,10,6,5.5
Hit by Lightning,0,0,5.1,31,0,,31/10/2014,89,81,11,352,107,70.4,44.6,9,2,42,13,8.4,5.8,46,18,46,18,46,32,6,3,6,3,6,5,46,18,46,18,46,32,6,3,6,3,6,5
Hitchcock/Truffaut,0,304899,7.4,79,28178,PG-13,02/12/2015,79,94,37,440,228,88,68.8,10,4,45,27,9,7.2,90,58,90,58,90,74,8,6,8,6,8,7,90,58,169,137,84.5,76.5,8,6,16,14,8,7.5
Hitman: Agent 47,35000000,22464430,5.7,28,8326530,R,21/08/2015,96,60,28,196,164,39.2,36.8,7,4,23,20,4.6,4.4,,,,,,,,,,,,,51,28,98,56,49,37.5,7,4,13,8,6.5,5.5
Holidays,0,0,5.1,50,0,,22/04/2016,105,75,19,256,104,64,45.25,9,2,31,17,7.75,6,50,49,50,49,50,50,6,5,6,5,6,5,50,49,50,49,50,50,6,5,6,5,6,5
Holy Hell,0,16905,7.1,64,2730,,27/05/2016,100,64,64,256,256,64,64,6,6,24,24,6,6,,,,,,,,,,,,,,,,,,,,,,,,
Home,135000000,177343675,6.7,55,52107731,PG,27/03/2015,94,85,14,366,144,73.2,51.6,10,2,43,22,8.6,7,,,,,,,,,,,,,55,47,110,94,55,52,7,6,14,12,7,7
Home Sweet Hell,3000000,0,5.4,22,0,R,13/03/2015,98,86,18,323,90,80.75,49,10,2,36,11,9,6.25,66,22,66,22,66,46,7,2,7,2,7,5,22,22,22,22,22,22,2,2,2,2,2,2
Horns,0,164480,6.5,46,107544,R,31/10/2014,120,95,16,422,130,84.4,54.6,10,2,45,19,9,6.6,53,24,53,24,53,42,7,3,7,3,7,6,46,46,92,92,46,46,6,6,12,12,6,6
Horrible Bosses 2,42000000,54414716,6.3,40,15457418,R,26/11/2014,108,95,8,417,89,83.4,51.6,9,1,44,11,8.8,6.6,63,31,63,31,63,45,10,5,10,5,10,7,95,31,158,62,79,50,10,5,20,10,10,7
Hot Pursuit,35000000,34507079,5.1,31,13942258,PG-13,08/05/2015,87,88,12,211,64,70.3333,45.6667,9,2,26,8,8.6667,6.6667,50,31,50,31,50,44,8,4,8,4,8,6,68,17,119,44,59.5,43.5,10,4,18,11,9,6.5
Hot Tub Time Machine 2,14000000,12282677,5.1,29,5963324,R,20/02/2015,93,83,7,306,87,76.5,49.75,10,1,36,12,9,6.25,79,29,79,29,79,58,9,4,9,4,9,7,63,29,126,58,63,46,7,4,14,8,7,7
Hotel Transylvania 2,80000000,169692572,6.7,44,48464322,PG,25/09/2015,89,88,9,388,77,77.6,46.2,10,1,46,12,9.2,6.6,47,44,47,44,47,46,7,7,7,7,7,7,81,9,140,32,70,40.5,9,2,17,4,8.5,6
Housebound,350000,0,6.8,76,0,,17/10/2014,107,81,71,385,375,77,76.2,8,5,40,37,8,8,76,76,76,76,76,76,8,8,8,8,8,8,76,76,76,76,76,76,8,8,8,8,8,8
How to Be Single,38000000,46813366,6.1,51,18750000,R,12/02/2016,110,95,24,320,120,80,52.5,10,2,33,13,8.25,6,,,,,,,,,,,,,60,34,120,68,60,47,9,5,18,10,9,6
How to Train Your Dragon 2,145000000,176997107,7.8,76,49451322,PG,13/06/2014,102,95,14,260,75,86.6667,54.6667,10,3,30,9,10,7.3333,76,68,76,68,76,72,9,8,9,8,9,9,76,68,152,142,76,73.5,9,8,18,16,9,9
Human Capital,6000000,157336,7.3,63,62093,,14/01/2015,111,89,41,354,271,70.8,61.8,9,5,38,31,7.6,7.2,74,62,74,62,74,66,8,6,8,6,8,7,74,62,137,125,68.5,64.5,8,6,15,13,7.5,7
Hunt for the Wilderpeople,0,5202582,7.9,81,77298,PG-13,24/06/2016,101,89,1,413,294,82.6,73.8,9,1,41,31,8.2,7.8,,,,,,,,,,,,,81,81,81,81,81,81,8,8,8,8,8,8
Hyena Road,0,1430,6.5,44,1430,R,11/03/2016,120,72,28,204,114,68,52.3333,8,4,22,16,7.3333,6.3333,55,44,55,44,55,50,7,6,7,6,7,6,55,44,55,44,55,50,7,6,7,6,7,6
I Am Ali,0,4178,7.2,55,4178,PG,10/10/2014,111,74,55,184,165,61.3333,58.3333,8,3,24,19,8,8,55,55,55,55,55,55,8,8,8,8,8,8,55,55,55,55,55,55,8,8,8,8,8,8
I Am Big Bird: The Caroll Spinney Story,100000,13000,7.5,71,10000,,06/05/2015,90,94,22,311,179,77.75,64.25,10,2,34,17,8.5,7.5,71,71,142,142,71,71,5,5,10,10,5,5,71,71,71,71,71,71,5,5,5,5,5,5
